type,entity,text
match,Kolkata Knight Riders vs Delhi Capitals,IPL match on 2014-04-19: Kolkata Knight Riders played against Delhi Capitals at Dubai International Cricket Stadium. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Delhi Capitals.
match,Rajasthan Royals vs Punjab Kings,IPL match on 2014-04-20: Rajasthan Royals played against Punjab Kings at Sharjah Cricket Stadium. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings.
match,Chennai Super Kings vs Delhi Capitals,IPL match on 2014-04-21: Chennai Super Kings played against Delhi Capitals at Sheikh Zayed Stadium. Toss winner was Chennai Super Kings who chose to bat. Match winner was Chennai Super Kings.
match,Punjab Kings vs Sunrisers Hyderabad,IPL match on 2014-04-22: Punjab Kings played against Sunrisers Hyderabad at Sharjah Cricket Stadium. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was Punjab Kings.
match,Rajasthan Royals vs Chennai Super Kings,IPL match on 2014-04-23: Rajasthan Royals played against Chennai Super Kings at Dubai International Cricket Stadium. Toss winner was Rajasthan Royals who chose to field. Match winner was Chennai Super Kings.
match,Royal Challengers Bengaluru vs Kolkata Knight Riders,IPL match on 2014-04-24: Royal Challengers Bengaluru played against Kolkata Knight Riders at Sharjah Cricket Stadium. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Kolkata Knight Riders.
match,Sunrisers Hyderabad vs Delhi Capitals,IPL match on 2014-04-25: Sunrisers Hyderabad played against Delhi Capitals at Dubai International Cricket Stadium. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Sunrisers Hyderabad.
match,Chennai Super Kings vs Mumbai Indians,IPL match on 2014-04-25: Chennai Super Kings played against Mumbai Indians at Dubai International Cricket Stadium. Toss winner was Mumbai Indians who chose to bat. Match winner was Chennai Super Kings.
match,Rajasthan Royals vs Royal Challengers Bengaluru,IPL match on 2014-04-26: Rajasthan Royals played against Royal Challengers Bengaluru at Sheikh Zayed Stadium. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals.
match,Kolkata Knight Riders vs Punjab Kings,IPL match on 2014-04-26: Kolkata Knight Riders played against Punjab Kings at Sheikh Zayed Stadium. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Punjab Kings.
match,Delhi Capitals vs Mumbai Indians,IPL match on 2014-04-27: Delhi Capitals played against Mumbai Indians at Sharjah Cricket Stadium. Toss winner was Mumbai Indians who chose to bat. Match winner was Delhi Capitals.
match,Sunrisers Hyderabad vs Chennai Super Kings,IPL match on 2014-04-27: Sunrisers Hyderabad played against Chennai Super Kings at Sharjah Cricket Stadium. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Chennai Super Kings.
match,Punjab Kings vs Royal Challengers Bengaluru,IPL match on 2014-04-28: Punjab Kings played against Royal Challengers Bengaluru at Dubai International Cricket Stadium. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings.
match,Kolkata Knight Riders vs Rajasthan Royals,IPL match on 2014-04-29: Kolkata Knight Riders played against Rajasthan Royals at Sheikh Zayed Stadium. Toss winner was Rajasthan Royals who chose to bat. Match winner was No Result.
match,Mumbai Indians vs Sunrisers Hyderabad,IPL match on 2014-04-30: Mumbai Indians played against Sunrisers Hyderabad at Dubai International Cricket Stadium. Toss winner was Mumbai Indians who chose to field. Match winner was Sunrisers Hyderabad.
match,Chennai Super Kings vs Kolkata Knight Riders,IPL match on 2014-05-02: Chennai Super Kings played against Kolkata Knight Riders at JSCA International Stadium Complex. Toss winner was Chennai Super Kings who chose to bat. Match winner was Chennai Super Kings.
match,Delhi Capitals vs Rajasthan Royals,IPL match on 2014-05-03: Delhi Capitals played against Rajasthan Royals at Feroz Shah Kotla. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals.
match,Mumbai Indians vs Punjab Kings,IPL match on 2014-05-03: Mumbai Indians played against Punjab Kings at Wankhede Stadium. Toss winner was Punjab Kings who chose to bat. Match winner was Mumbai Indians.
match,Royal Challengers Bengaluru vs Sunrisers Hyderabad,IPL match on 2014-05-04: Royal Challengers Bengaluru played against Sunrisers Hyderabad at M Chinnaswamy Stadium. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru.
match,Rajasthan Royals vs Kolkata Knight Riders,"IPL match on 2014-05-05: Rajasthan Royals played against Kolkata Knight Riders at Sardar Patel Stadium, Motera. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Rajasthan Royals."
match,Delhi Capitals vs Chennai Super Kings,IPL match on 2014-05-05: Delhi Capitals played against Chennai Super Kings at Feroz Shah Kotla. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings.
match,Mumbai Indians vs Royal Challengers Bengaluru,IPL match on 2014-05-06: Mumbai Indians played against Royal Challengers Bengaluru at Wankhede Stadium. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Mumbai Indians.
match,Delhi Capitals vs Kolkata Knight Riders,IPL match on 2014-05-07: Delhi Capitals played against Kolkata Knight Riders at Feroz Shah Kotla. Toss winner was Delhi Capitals who chose to bat. Match winner was Kolkata Knight Riders.
match,Punjab Kings vs Chennai Super Kings,IPL match on 2014-05-07: Punjab Kings played against Chennai Super Kings at Barabati Stadium. Toss winner was Chennai Super Kings who chose to field. Match winner was Punjab Kings.
match,Rajasthan Royals vs Sunrisers Hyderabad,"IPL match on 2014-05-08: Rajasthan Royals played against Sunrisers Hyderabad at Sardar Patel Stadium, Motera. Toss winner was Rajasthan Royals who chose to field. Match winner was Sunrisers Hyderabad."
match,Royal Challengers Bengaluru vs Punjab Kings,IPL match on 2014-05-09: Royal Challengers Bengaluru played against Punjab Kings at M Chinnaswamy Stadium. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Punjab Kings.
match,Delhi Capitals vs Sunrisers Hyderabad,IPL match on 2014-05-10: Delhi Capitals played against Sunrisers Hyderabad at Feroz Shah Kotla. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was Sunrisers Hyderabad.
match,Mumbai Indians vs Chennai Super Kings,IPL match on 2014-05-10: Mumbai Indians played against Chennai Super Kings at Wankhede Stadium. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings.
match,Royal Challengers Bengaluru vs Rajasthan Royals,IPL match on 2014-05-11: Royal Challengers Bengaluru played against Rajasthan Royals at M Chinnaswamy Stadium. Toss winner was Royal Challengers Bengaluru who chose to bat. Match winner was Rajasthan Royals.
match,Punjab Kings vs Kolkata Knight Riders,IPL match on 2014-05-11: Punjab Kings played against Kolkata Knight Riders at Barabati Stadium. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders.
match,Sunrisers Hyderabad vs Mumbai Indians,"IPL match on 2014-05-12: Sunrisers Hyderabad played against Mumbai Indians at Rajiv Gandhi International Stadium, Uppal. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Mumbai Indians."
match,Chennai Super Kings vs Rajasthan Royals,IPL match on 2014-05-13: Chennai Super Kings played against Rajasthan Royals at JSCA International Stadium Complex. Toss winner was Rajasthan Royals who chose to bat. Match winner was Chennai Super Kings.
match,Royal Challengers Bengaluru vs Delhi Capitals,IPL match on 2014-05-13: Royal Challengers Bengaluru played against Delhi Capitals at M Chinnaswamy Stadium. Toss winner was Delhi Capitals who chose to field. Match winner was Royal Challengers Bengaluru.
match,Sunrisers Hyderabad vs Punjab Kings,"IPL match on 2014-05-14: Sunrisers Hyderabad played against Punjab Kings at Rajiv Gandhi International Stadium, Uppal. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Kolkata Knight Riders vs Mumbai Indians,IPL match on 2014-05-14: Kolkata Knight Riders played against Mumbai Indians at Barabati Stadium. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders.
match,Rajasthan Royals vs Delhi Capitals,"IPL match on 2014-05-15: Rajasthan Royals played against Delhi Capitals at Sardar Patel Stadium, Motera. Toss winner was Delhi Capitals who chose to field. Match winner was Rajasthan Royals."
match,Chennai Super Kings vs Royal Challengers Bengaluru,IPL match on 2014-05-18: Chennai Super Kings played against Royal Challengers Bengaluru at JSCA International Stadium Complex. Toss winner was Chennai Super Kings who chose to bat. Match winner was Royal Challengers Bengaluru.
match,Sunrisers Hyderabad vs Kolkata Knight Riders,"IPL match on 2014-05-18: Sunrisers Hyderabad played against Kolkata Knight Riders at Rajiv Gandhi International Stadium, Uppal. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Kolkata Knight Riders."
match,Rajasthan Royals vs Mumbai Indians,"IPL match on 2014-05-19: Rajasthan Royals played against Mumbai Indians at Sardar Patel Stadium, Motera. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians."
match,Delhi Capitals vs Punjab Kings,IPL match on 2014-05-19: Delhi Capitals played against Punjab Kings at Feroz Shah Kotla. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings.
match,Sunrisers Hyderabad vs Royal Challengers Bengaluru,"IPL match on 2014-05-20: Sunrisers Hyderabad played against Royal Challengers Bengaluru at Rajiv Gandhi International Stadium, Uppal. Toss winner was Royal Challengers Bengaluru who chose to bat. Match winner was Sunrisers Hyderabad."
match,Kolkata Knight Riders vs Chennai Super Kings,IPL match on 2014-05-20: Kolkata Knight Riders played against Chennai Super Kings at Eden Gardens. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders.
match,Punjab Kings vs Mumbai Indians,"IPL match on 2014-05-21: Punjab Kings played against Mumbai Indians at Punjab Cricket Association Stadium, Mohali. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians."
match,Chennai Super Kings vs Sunrisers Hyderabad,IPL match on 2014-05-22: Chennai Super Kings played against Sunrisers Hyderabad at JSCA International Stadium Complex. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was Sunrisers Hyderabad.
match,Kolkata Knight Riders vs Royal Challengers Bengaluru,IPL match on 2014-05-22: Kolkata Knight Riders played against Royal Challengers Bengaluru at Eden Gardens. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Kolkata Knight Riders.
match,Mumbai Indians vs Delhi Capitals,IPL match on 2014-05-23: Mumbai Indians played against Delhi Capitals at Wankhede Stadium. Toss winner was Delhi Capitals who chose to field. Match winner was Mumbai Indians.
match,Punjab Kings vs Rajasthan Royals,"IPL match on 2014-05-23: Punjab Kings played against Rajasthan Royals at Punjab Cricket Association Stadium, Mohali. Toss winner was Rajasthan Royals who chose to field. Match winner was Punjab Kings."
match,Royal Challengers Bengaluru vs Chennai Super Kings,IPL match on 2014-05-24: Royal Challengers Bengaluru played against Chennai Super Kings at M Chinnaswamy Stadium. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings.
match,Kolkata Knight Riders vs Sunrisers Hyderabad,IPL match on 2014-05-24: Kolkata Knight Riders played against Sunrisers Hyderabad at Eden Gardens. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders.
match,Punjab Kings vs Delhi Capitals,"IPL match on 2014-05-25: Punjab Kings played against Delhi Capitals at Punjab Cricket Association Stadium, Mohali. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Mumbai Indians vs Rajasthan Royals,IPL match on 2014-05-25: Mumbai Indians played against Rajasthan Royals at Wankhede Stadium. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians.
match,Punjab Kings vs Kolkata Knight Riders,IPL match on 2014-05-27: Punjab Kings played against Kolkata Knight Riders at Eden Gardens. Toss winner was Punjab Kings who chose to field. Match winner was Kolkata Knight Riders.
match,Chennai Super Kings vs Mumbai Indians,IPL match on 2014-05-28: Chennai Super Kings played against Mumbai Indians at Brabourne Stadium. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings.
match,Chennai Super Kings vs Punjab Kings,IPL match on 2014-05-30: Chennai Super Kings played against Punjab Kings at Wankhede Stadium. Toss winner was Chennai Super Kings who chose to field. Match winner was Punjab Kings.
match,Kolkata Knight Riders vs Punjab Kings,IPL match on 2014-06-01: Kolkata Knight Riders played against Punjab Kings at M Chinnaswamy Stadium. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders.
match,Kolkata Knight Riders vs Mumbai Indians,IPL match on 2015-04-08: Kolkata Knight Riders played against Mumbai Indians at Eden Gardens. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders.
match,Chennai Super Kings vs Delhi Capitals,"IPL match on 2015-04-09: Chennai Super Kings played against Delhi Capitals at MA Chidambaram Stadium, Chepauk. Toss winner was Delhi Capitals who chose to field. Match winner was Chennai Super Kings."
match,Punjab Kings vs Rajasthan Royals,IPL match on 2015-04-10: Punjab Kings played against Rajasthan Royals at Maharashtra Cricket Association Stadium. Toss winner was Punjab Kings who chose to field. Match winner was Rajasthan Royals.
match,Chennai Super Kings vs Sunrisers Hyderabad,"IPL match on 2015-04-11: Chennai Super Kings played against Sunrisers Hyderabad at MA Chidambaram Stadium, Chepauk. Toss winner was Chennai Super Kings who chose to bat. Match winner was Chennai Super Kings."
match,Kolkata Knight Riders vs Royal Challengers Bengaluru,IPL match on 2015-04-11: Kolkata Knight Riders played against Royal Challengers Bengaluru at Eden Gardens. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru.
